VERB	WORD_ID	SENTENCE	LEMMA	PASS	PART	SCF	IN/RP	CORRECT SCF	CORRECT IN/RP	STC_ID	COMMENT
are	2	There [are] some websites to help you to keep your information secure and limit who can see your pages .	be	0	0	xcomp_N	0	xcomp_N	0	496	#
help	6	There are some websites to [help] you to keep your information secure and limit who can see your pages .	help	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	496	#
keep	9	There are some websites to help you to [keep] your information secure and limit who can see your pages .	keep	0	0	dobj_N:xcomp_ADJ	0	dobj_N:xcomp_ADJ	0	496	#
limit	14	There are some websites to help you to keep your information secure and [limit] who can see your pages .	limit	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	496	#
see	17	There are some websites to help you to keep your information secure and limit who can [see] your pages .	see	0	0	dobj_N	0	dobj_N	0	496	#
think	2	I [think] the beige sweater is expensive .	think	0	0	ccomp_VTENSED	0	ccomp_VTENSED	0	497	#
is	6	I think the beige sweater [is] expensive .	be	0	0	acomp	0	acomp	0	497	#
's	2	"It ['s] a social critical song , describing the negative effects of rebuilding ."	be	0	0	xcomp_N	0	xcomp_N	0	499	#
's	5	"Hi , my name ['s] Yalina , i am from JiangXi , China ."	be	0	0	xcomp_N	0	xcomp_N	0	500	#
am	9	"Hi , my name 's Yalina , i [am] from JiangXi , China ."	be	0	0	prep=>pobj	from	prep=>pobj	from	500	#
provides	3	"The Zoo [provides] full accident insurance , 1 month holiday evey year , regualr trips to Florida to observe wild crocodies ."	provide	0	0	dobj_N	0	dobj_N	0	501	#
observe	19	"The Zoo provides full accident insurance , 1 month holiday evey year , regualr trips to Florida to [observe] wild crocodies ."	observe	0	0	dobj_N	0	dobj_N	0	501	#
are	6	"For group 2 , there [are] only 3 competitive products ."	be	0	0	xcomp_N	0	xcomp_N	0	502	#
does	3	Our Grandma [does] the laundry on tuesday afternoon and she does gardening in the morning .	do	0	0	dobj_N	0	dobj_N	0	503	#
does	11	Our Grandma does the laundry on tuesday afternoon and she [does] gardening in the morning .	do	0	0	dobj_N	0	dobj_N	0	503	#
help	2	"To [help] me with vocabulary , I note down all the words that I can not recognize in my notebook , which enclosed with a sentence for reference ."	help	0	0	dobj_N:prep=>pobj	with	dobj_N:prep=>pobj	with	504	#
recognize	17	"To help me with vocabulary , I note down all the words that I can not [recognize] in my notebook , which enclosed with a sentence for reference ."	recognize	0	0	dobj_N	0	dobj_N	0	504	#
enclosed	23	"To help me with vocabulary , I note down all the words that I can not recognize in my notebook , which [enclosed] with a sentence for reference ."	enclose	1	0	dobj_N:prep=>pobj	with	dobj_N:prep=>pobj	with	504	Auxiliary [is] is missing.
solace	7	Specialists in counseling are welcomed to [solace] victims who have lost their family members .	solace	0	0	dobj_N	0	dobj_N	0	505	#
have	6	"I think , if you [have] a big love , you really happinest ..."	have	0	0	dobj_N	0	dobj_N	0	506	#
ger	3	I finally [ger] an offer as an secretary in a company .	get	0	0	dobj_N	0	dobj_N	0	507	Spelling mistake: [ger] should be [get] or [got]
's	3	My name ['s] Peter and I 'm 43 years old .	be	0	0	xcomp_N	0	xcomp_N	0	508	#
have	2	"I [have] two years of Student Council experience , when I was able to meet a lot of students and listen to their needs ."	have	0	0	dobj_N	0	dobj_N	0	509	#
meet	15	"I have two years of Student Council experience , when I was able to [meet] a lot of students and listen to their needs ."	meet	0	0	dobj_N	0	dobj_N	0	509	#
listen	21	"I have two years of Student Council experience , when I was able to meet a lot of students and [listen] to their needs ."	listen	0	0	prep=>pobj	to	prep=>pobj	to	509	#
are	8	"I have a big family , there [are] six people in my family ."	be	0	0	xcomp_N	0	xcomp_N	0	510	#
be	4	A divorce would [be] too expensive for him .	be	0	0	acomp	0	acomp	0	511	#
go	2	I [go] to bed at twelve o'clock .	go	0	0	prep=>pobj	to	prep=>pobj	to	512	#
want	5	That is what you [want] .	want	0	0	dobj_N	0	dobj_N	0	513	#
live	2	"I [live] in Moscow , Russia ."	live	0	0	prep=>pobj	in	prep=>pobj	in	515	#
learn	5	"First , you must [learn] to collaborate with your colleagues , for example , update the dadabase frequently ."	learn	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	516	#
collaborate	7	"First , you must learn to [collaborate] with your colleagues , for example , update the dadabase frequently ."	collaborate	0	0	prep=>pobj	with	prep=>pobj	with	516	#
update	15	"First , you must learn to collaborate with your colleagues , for example , [update] the dadabase frequently ."	update	0	0	dobj_N	0	dobj_N	0	516	#
wear	3	If you [wear] a dress it might be coloufull .	wear	0	0	dobj_N	0	dobj_N	0	517	#
be	8	If you wear a dress it might [be] coloufull .	be	0	0	acomp	0	acomp	0	517	#
swim	4	"I ca n't [swim] , sometimes I like take a talk ."	swim	0	0	su	0	su	0	518	#
take	9	"I ca n't swim , sometimes I like [take] a talk ."	take	0	0	dobj_N	0	dobj_N	0	518	#
like	4	"If you would [like] to work like to volunteer , please call to number 8000 ."	like	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	519	#
volunteer	9	"If you would like to work like to [volunteer] , please call to number 8000 ."	volunteer	0	0	su	0	su	0	519	#
go	4	At night i [go] to bed .	go	0	0	prep=>pobj	to	prep=>pobj	to	520	#
need	12	In order to decide our strategy for the coming decade we [need] to take into consideration the results of the survey carried out recently .	need	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	521	#
take	14	In order to decide our strategy for the coming decade we need to [take] into consideration the results of the survey carried out recently .	take	0	0	dobj_N:prep=>pobj	into	dobj_N:prep=>pobj	into	521	#
carried	22	In order to decide our strategy for the coming decade we need to take into consideration the results of the survey [carried] out recently .	carry	0	1	dobj_N:prt	out	dobj_N:prt	out	521	#
Dose	1	[Dose] the laundry on Friday .	do	0	0	dobj_N	0	dobj_N	0	522	Not sure what is meant here. Perhaps [does]? [Does the laundry on Friday.] is grammatical in diary form.
miss	3	I really [miss] you and the days we spent together .	miss	0	0	dobj_N	0	dobj_N	0	523	#
travelled	7	Last year my friend and me [travelled] to Antalya in Turkey .	travel	0	0	prep=>pobj	to	prep=>pobj	to	525	#
be	3	It must [be] by far the exhilarating experience to abserve corcodiles !	be	0	0	xcomp_N	0	xcomp_N	0	526	#
abserve	10	It must be by far the exhilarating experience to [abserve] corcodiles !	observe	0	0	dobj_N	0	dobj_N	0	526	Spelling mistake: [abserve] should be [observe]
are	2	There [are] five new chaies and there is a white table in the dining room .	be	0	0	xcomp_N	0	xcomp_N	0	527	#
is	8	There are five new chaies and there [is] a white table in the dining room .	be	0	0	xcomp_N	0	xcomp_N	0	527	#
make	18	"To my mind , if the website is easy to use and reliable , the customers will [make] purchases ."	make	0	0	dobj_N	0	dobj_N	0	528	#
checked	7	"Before each program , I had [checked] blood pressure , heart rate and lung capacity for each individual and made a suitable program ."	check	0	0	dobj_N	0	dobj_N	0	529	#
made	20	"Before each program , I had checked blood pressure , heart rate and lung capacity for each individual and [made] a suitable program ."	make	0	0	dobj_N	0	dobj_N	0	529	#
have	10	"Like many of the other animals , we already [have] copyright ."	have	0	0	dobj_N	0	dobj_N	0	530	#
help	6	"If that way ca n't [help] you , I suggest that you donate your part of money until you do n't have any enough money to go shopping ."	help	0	0	dobj_N	0	dobj_N	0	532	#
suggest	10	"If that way ca n't help you , I [suggest] that you donate your part of money until you do n't have any enough money to go shopping ."	suggest	0	0	ccomp_VTENSED=>mark-that	0	ccomp_VTENSED=>mark-that	0	532	#
donate	13	"If that way ca n't help you , I suggest that you [donate] your part of money until you do n't have any enough money to go shopping ."	donate	0	0	dobj_N	0	dobj_N	0	532	#
have	22	"If that way ca n't help you , I suggest that you donate your part of money until you do n't [have] any enough money to go shopping ."	have	0	0	dobj_N	0	dobj_N	0	532	#
shopping	28	"If that way ca n't help you , I suggest that you donate your part of money until you do n't have any enough money to go [shopping] ."	shop	0	0	su	0	su	0	532	#
go	2	"you [go] througt the restaurant , then turn left , you must can find my house soon ."	go	0	0	prep=>pobj	through	prep=>pobj	through	534	#
find	14	"you go througt the restaurant , then turn left , you must can [find] my house soon ."	find	0	0	dobj_N	0	dobj_N	0	534	#
starts	3	The party [starts] at 7 o'clock .	start	0	0	prep=>pobj	at	prep=>pobj	at	535	#
do	3	I never [do] the laundry and mop de floor .	do	0	0	dobj_N	0	dobj_N	0	536	#
mop	7	I never do the laundry and [mop] de floor .	mop	0	0	dobj_N	0	dobj_N	0	536	#
has	3	This cottage [has] wonderful view just waiting to be enjoyed .	have	0	0	dobj_N	0	dobj_N	0	537	#
waiting	7	This cottage has wonderful view just [waiting] to be enjoyed .	wait	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	537	#
play	5	I dont ' like [play] badminton and football for my birthday .	play	0	0	dobj_N	0	dobj_N	0	538	#
have	5	"Not only do I [have] a big knowledge about the topic fitness and nutrition , but also about how to motivate people to make them reaching aims they would n't reach by theirself ."	have	0	0	dobj_N	0	dobj_N	0	539	#
reaching	26	"Not only do I have a big knowledge about the topic fitness and nutrition , but also about how to motivate people to make them [reaching] aims they would n't reach by theirself ."	reach	0	0	dobj_N	0	dobj_N	0	539	#
reach	31	"Not only do I have a big knowledge about the topic fitness and nutrition , but also about how to motivate people to make them reaching aims they would n't [reach] by theirself ."	reach	0	0	dobj_N	0	dobj_N	0	539	#
Let	1	"[Let] 's start with our city , changing our sources of energy ."	let	0	0	dobj_N:xcomp_VBARE	0	dobj_N:xcomp_VBARE	0	540	#
start	3	"Let 's [start] with our city , changing our sources of energy ."	start	0	0	prep=>pobj	with	prep=>pobj	with	540	#
changing	8	"Let 's start with our city , [changing] our sources of energy ."	change	0	0	dobj_N	0	dobj_N	0	540	#
have	3	I often [have] meetings ar go on business trips .	have	0	0	dobj_N	0	dobj_N	0	541	#
go	6	I often have meetings ar [go] on business trips .	go	0	0	prep=>pobj	on	prep=>pobj	on	541	#
modify	11	I 've also I organized a petition in order to [modify] our school dress code allowing all students to use headwear .	modify	0	0	dobj_N	0	dobj_N	0	543	#
allowing	16	I 've also I organized a petition in order to modify our school dress code [allowing] all students to use headwear .	allow	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	543	#
use	20	I 've also I organized a petition in order to modify our school dress code allowing all students to [use] headwear .	use	0	0	dobj_N	0	dobj_N	0	543	#
talk	6	Because to whome could i [talk] english in germany ?	talk	0	0	dobj_N	0	dobj_N	0	544	#
urge	2	I [urge] you to send your application because I 'm convinced that it is by far the most exhilarating job you can get .	urge	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	545	#
send	5	I urge you to [send] your application because I 'm convinced that it is by far the most exhilarating job you can get .	send	0	0	dobj_N	0	dobj_N	0	545	#
get	23	I urge you to send your application because I 'm convinced that it is by far the most exhilarating job you can [get] .	get	0	0	dobj_N	0	dobj_N	0	545	#
thank	3	"Anyway , [thank] you ever so much ."	thank	0	0	dobj_N	0	dobj_N	0	546	#
be	3	"Discrimination can [be] direct , indirect , deliberate or accidental ."	be	0	0	acomp	0	acomp	0	547	#
have	2	We [have] already travel agents in Spain and in Germany .	have	0	0	dobj_N	0	dobj_N	0	548	#
was	3	The captain [was] unfriendly and unprofessional .	be	0	0	acomp	0	acomp	0	550	#
watched	5	"I usually after work [watched] TV , about 3 hours a day ."	watch	0	0	dobj_N	0	dobj_N	0	554	#
apply	8	Let me tell you why you should [apply] this position .	apply	0	0	dobj_N	0	prep=>pobj	for	555	#
applies	3	The law [applies] equaly to both men and women .	apply	0	0	prep=>pobj	to	prep=>pobj	to	556	#
play	19	"Furthermore I play all other kind of music -- Irish folk , waltz and even rock you can [play] on accordion ."	play	0	0	dobj_N:prep=>pobj	on	dobj_N:prep=>pobj	on	557	#
brining	3	My mother [brining] chicken and sandwiches .	bring	0	0	dobj_N	0	dobj_N	0	558	[brining] should maybe be [is bringing]
'm	2	I ['m] a teacher and a work in a public school .	be	0	0	xcomp_N	0	xcomp_N	0	559	#
is	10	"Secondly , at lunch time , a vegetable sandwich [is] both healthy and cheap ."	be	0	0	acomp	0	acomp	0	560	#
is	5	Next to the window [is] a small table with two chairs .	be	0	0	xcomp_N	0	xcomp_N	0	561	#
go	4	You can still [go] to the restaurant maybe once a month .	go	0	0	prep=>pobj	to	prep=>pobj	to	563	#
like	2	We [like] playing tennis and voleyball .	like	0	0	xcomp_VING	0	xcomp_VING	0	564	#
playing	3	We like [playing] tennis and voleyball .	play	0	0	dobj_N	0	dobj_N	0	564	#
encourage	3	I strongly [encourage] you to appy for this job asap .	encourage	0	0	dobj_N:xcomp_VBARE=>aux_TO	0	dobj_N:xcomp_VBARE=>aux_TO	0	565	#
are	4	In my family [are] four people .	be	0	0	xcomp_N	0	xcomp_N	0	566	#
having	5	"Now I , m [having] a problem ."	have	0	0	dobj_N	0	dobj_N	0	567	#
process	13	Counseling -- volunteers are needed to talk to the victims as their [process] this natural disaster .	process	0	0	dobj_N	0	dobj_N	0	568	#
Thank	1	[Thank] you for your interest in our university .	thank	0	0	dobj_N:prep=>pobj	for	dobj_N:prep=>pobj	for	570	#
is	4	The secound Game [is] the Domino with regular Deck .	be	0	0	xcomp_N	0	xcomp_N	0	571	#
go	2	I [go] to bed at 12 o'clock .	go	0	0	prep=>pobj	to	prep=>pobj	to	572	#
try	8	"Before I sleep at night , I [try] to visualize pleasant and restful place ."	try	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	573	#
visualize	10	"Before I sleep at night , I try to [visualize] pleasant and restful place ."	visualize	0	0	dobj_N	0	dobj_N	0	573	#
Hit	1	"[Hit] it over the net , so the other team have to try to stop it touching the ground ."	hit	0	0	dobj_N:prep=>pobj	over	dobj_N:prep=>pobj	over	574	#
have	11	"Hit it over the net , so the other team [have] to try to stop it touching the ground ."	have	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	574	#
try	13	"Hit it over the net , so the other team have to [try] to stop it touching the ground ."	try	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	574	#
stop	15	"Hit it over the net , so the other team have to try to [stop] it touching the ground ."	stop	0	0	dobj_N:xcomp_VING	0	dobj_N:xcomp_VING	0	574	#
touching	17	"Hit it over the net , so the other team have to try to stop it [touching] the ground ."	touch	0	0	dobj_N	0	dobj_N	0	574	#
is	4	However the kitchen [is] a very large room with a big window which made from granite counters .	be	0	0	xcomp_N	0	xcomp_N	0	575	#
have	6	I 'm twenty-nine years I [have] long blond hair and brown eyes .	have	0	0	dobj_N	0	dobj_N	0	576	#
put	2	I [put] a temporary workers and assign the cash register .	put	0	0	dobj_N	0	dobj_N	0	577	Not sure of intended sense here.
assign	7	I put a temporary workers and [assign] the cash register .	assign	0	0	dobj_N	0	dobj_N	0	577	#
's	2	There ['s] table opposite the sofa .	be	0	0	xcomp_N	0	xcomp_N	0	579	#
wish	2	"I [wish] you a window seat , because when the plane flying or landing , you 'll have a wonderfull view ."	wish	0	0	dobj_N:iobj	0	dobj_N:iobj	0	580	#
landing	14	"I wish you a window seat , because when the plane flying or [landing] , you 'll have a wonderfull view ."	land	0	0	su	0	su	0	580	Auxiliary [is] is missing.
have	18	"I wish you a window seat , because when the plane flying or landing , you 'll [have] a wonderfull view ."	have	0	0	dobj_N	0	dobj_N	0	580	#
is	4	My doughter name [is] Marina .	be	0	0	xcomp_N	0	xcomp_N	0	581	#
's	4	I think there ['s] definitely a conspiracy .	be	0	0	xcomp_N	0	xcomp_N	0	582	#
going	9	Stay in door the peek an it 's [going] to be the very wed. .	go	0	0	xcomp_VBARE=>aux_TO	0	xcomp_VBARE=>aux_TO	0	583	#
definite	3	Can you [definite] what the three grounds of unlawful harassment are ?	define	0	0	ccomp_WHCOMP	0	ccomp_WHCOMP	0	584	[definite] should be [define]
are	11	Can you definite what the three grounds of unlawful harassment [are] ?	be	0	0	xcomp_N	0	xcomp_N	0	584	#
catching	5	"Our second game is [catching] me up , someone runs an over all , and whom he catches first transmitted to the turn to overtake the others ."	catch	0	0	dobj_N:prt	up	dobj_N:prt	up	585	#
